type,tident,ident,Latitude,Longitude,y_proj,x_proj,comment,new_trk,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,desc,link
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10429291,-71.57011606,41.10429291,-71.57011606,,FALSE,FALSE,,,6.39,,,2017/07/05 19:04:20+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:04,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10430447,-71.56968523,41.10430447,-71.56968523,,FALSE,FALSE,,,5.91,,,2017/07/05 19:04:34+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:04,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10429509,-71.56912272,41.10429509,-71.56912272,,FALSE,FALSE,,,6.39,,,2017/07/05 19:04:52+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:04,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10425745,-71.56865023,41.10425745,-71.56865023,,FALSE,FALSE,,,5.91,,,2017/07/05 19:05:07+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:05,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10423775,-71.5682598,41.10423775,-71.5682598,,FALSE,FALSE,,,5.91,,,2017/07/05 19:05:20+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:05,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10422392,-71.5678402,41.10422392,-71.5678402,,FALSE,FALSE,,,6.39,,,2017/07/05 19:05:33+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:05,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10422686,-71.5674631,41.10422686,-71.5674631,,FALSE,FALSE,,,6.39,,,2017/07/05 19:05:45+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:05,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10422501,-71.56703462,41.10422501,-71.56703462,,FALSE,FALSE,,,6.39,,,2017/07/05 19:05:59+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:05,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10423063,-71.56659365,41.10423063,-71.56659365,,FALSE,FALSE,,,5.91,,,2017/07/05 19:06:13+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:06,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10425804,-71.56620892,41.10425804,-71.56620892,,FALSE,FALSE,,,6.39,,,2017/07/05 19:06:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:06,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10427069,-71.56579728,41.10427069,-71.56579728,,FALSE,FALSE,,,6.87,,,2017/07/05 19:06:38+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:06,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10431244,-71.56538271,41.10431244,-71.56538271,,FALSE,FALSE,,,6.39,,,2017/07/05 19:06:51+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:06,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10445535,-71.56499463,41.10445535,-71.56499463,,FALSE,FALSE,,,5.42,,,2017/07/05 19:07:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:07,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10456314,-71.56463882,41.10456314,-71.56463882,,FALSE,FALSE,,,5.42,,,2017/07/05 19:07:16+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:07,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10466976,-71.56421327,41.10466976,-71.56421327,,FALSE,FALSE,,,4.46,,,2017/07/05 19:07:27+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:07,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10474268,-71.56369912,41.10474268,-71.56369912,,FALSE,FALSE,,,4.94,,,2017/07/05 19:07:40+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:07,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10480647,-71.56310049,41.10480647,-71.56310049,,FALSE,FALSE,,,6.39,,,2017/07/05 19:07:54+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:07,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10495709,-71.56250504,41.10495709,-71.56250504,,FALSE,FALSE,,,5.91,,,2017/07/05 19:08:07+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:08,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10500587,-71.5619028,41.10500587,-71.5619028,,FALSE,FALSE,,,5.91,,,2017/07/05 19:08:19+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:08,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10503621,-71.56123023,41.10503621,-71.56123023,,FALSE,FALSE,,,5.91,,,2017/07/05 19:08:32+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:08,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10509346,-71.56087434,41.10509346,-71.56087434,,FALSE,FALSE,,,5.91,,,2017/07/05 19:08:39+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:08,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10512179,-71.5607145,41.10512179,-71.5607145,,FALSE,FALSE,,,5.91,,,2017/07/05 19:08:42+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:08,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10521701,-71.55994194,41.10521701,-71.55994194,,FALSE,FALSE,,,5.91,,,2017/07/05 19:08:57+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:08,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10518156,-71.55936803,41.10518156,-71.55936803,,FALSE,FALSE,,,6.87,,,2017/07/05 19:09:08+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:09,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10516538,-71.5592563,41.10516538,-71.5592563,,FALSE,FALSE,,,6.87,,,2017/07/05 19:09:10+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:09,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10504166,-71.55851852,41.10504166,-71.55851852,,FALSE,FALSE,,,7.83,,,2017/07/05 19:09:24+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:09,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10482516,-71.55782643,41.10482516,-71.55782643,,FALSE,FALSE,,,8.31,,,2017/07/05 19:09:38+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:09,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10467747,-71.55722704,41.10467747,-71.55722704,,FALSE,FALSE,,,8.79,,,2017/07/05 19:09:50+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:09,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10462181,-71.55650871,41.10462181,-71.55650871,,FALSE,FALSE,,,8.79,,,2017/07/05 19:10:04+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:10,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10452467,-71.55577211,41.10452467,-71.55577211,,FALSE,FALSE,,,8.79,,,2017/07/05 19:10:18+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:10,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10452592,-71.55469964,41.10452592,-71.55469964,,FALSE,FALSE,,,8.79,,,2017/07/05 19:10:38+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:10,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10448728,-71.55425305,41.10448728,-71.55425305,,FALSE,FALSE,,,9.27,,,2017/07/05 19:10:46+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:10,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10451293,-71.55347303,41.10451293,-71.55347303,,FALSE,FALSE,,,9.27,,,2017/07/05 19:11:01+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:11,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10449265,-71.55283861,41.10449265,-71.55283861,,FALSE,FALSE,,,9.27,,,2017/07/05 19:11:13+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:11,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10457856,-71.55219865,41.10457856,-71.55219865,,FALSE,FALSE,,,9.27,,,2017/07/05 19:11:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:11,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10454571,-71.55140229,41.10454571,-71.55140229,,FALSE,FALSE,,,9.27,,,2017/07/05 19:11:40+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:11,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10461955,-71.55065713,41.10461955,-71.55065713,,FALSE,FALSE,,,9.27,,,2017/07/05 19:11:54+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:11,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1046317,-71.54998105,41.1046317,-71.54998105,,FALSE,FALSE,,,9.27,,,2017/07/05 19:12:07+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:12,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10474855,-71.54954821,41.10474855,-71.54954821,,FALSE,FALSE,,,9.27,,,2017/07/05 19:12:15+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:12,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10491082,-71.54876601,41.10491082,-71.54876601,,FALSE,FALSE,,,9.27,,,2017/07/05 19:12:30+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:12,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10497645,-71.54822412,41.10497645,-71.54822412,,FALSE,FALSE,,,9.27,,,2017/07/05 19:12:40+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:12,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10500403,-71.54811826,41.10500403,-71.54811826,,FALSE,FALSE,,,9.27,,,2017/07/05 19:12:42+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:12,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10503496,-71.54790728,41.10503496,-71.54790728,,FALSE,FALSE,,,9.27,,,2017/07/05 19:12:46+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:12,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10505943,-71.54764099,41.10505943,-71.54764099,,FALSE,FALSE,,,9.27,,,2017/07/05 19:12:51+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:12,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1051176,-71.54688771,41.1051176,-71.54688771,,FALSE,FALSE,,,9.27,,,2017/07/05 19:13:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:13,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10521642,-71.54597375,41.10521642,-71.54597375,,FALSE,FALSE,,,9.27,,,2017/07/05 19:13:22+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:13,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10522824,-71.54581415,41.10522824,-71.54581415,,FALSE,FALSE,,,9.27,,,2017/07/05 19:13:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:13,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10523646,-71.5455311,41.10523646,-71.5455311,,FALSE,FALSE,,,9.27,,,2017/07/05 19:13:30+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:13,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.105301,-71.54510706,41.105301,-71.54510706,,FALSE,FALSE,,,8.79,,,2017/07/05 19:13:38+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:13,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1053564,-71.54428588,41.1053564,-71.54428588,,FALSE,FALSE,,,9.27,,,2017/07/05 19:13:53+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:13,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10553058,-71.54350846,41.10553058,-71.54350846,,FALSE,FALSE,,,9.27,,,2017/07/05 19:14:08+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:14,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10560677,-71.54278267,41.10560677,-71.54278267,,FALSE,FALSE,,,9.27,,,2017/07/05 19:14:22+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:14,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10562135,-71.54262266,41.10562135,-71.54262266,,FALSE,FALSE,,,9.27,,,2017/07/05 19:14:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:14,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10569755,-71.54190961,41.10569755,-71.54190961,,FALSE,FALSE,,,8.79,,,2017/07/05 19:14:39+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:14,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10591196,-71.5410415,41.10591196,-71.5410415,,FALSE,FALSE,,,8.79,,,2017/07/05 19:14:56+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:14,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10609083,-71.54037187,41.10609083,-71.54037187,,FALSE,FALSE,,,8.79,,,2017/07/05 19:15:10+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:15,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10627112,-71.53982344,41.10627112,-71.53982344,,FALSE,FALSE,,,8.79,,,2017/07/05 19:15:23+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:15,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10652953,-71.53933067,41.10652953,-71.53933067,,FALSE,FALSE,,,8.79,,,2017/07/05 19:15:36+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:15,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10680505,-71.53894912,41.10680505,-71.53894912,,FALSE,FALSE,,,7.83,,,2017/07/05 19:15:47+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:15,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10708341,-71.53870353,41.10708341,-71.53870353,,FALSE,FALSE,,,7.35,,,2017/07/05 19:15:57+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:15,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10758238,-71.53860999,41.10758238,-71.53860999,,FALSE,FALSE,,,4.94,,,2017/07/05 19:16:11+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:16,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10770736,-71.53846742,41.10770736,-71.53846742,,FALSE,FALSE,,,6.39,,,2017/07/05 19:16:16+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:16,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10798279,-71.53809652,41.10798279,-71.53809652,,FALSE,FALSE,,,5.91,,,2017/07/05 19:16:28+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:16,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10818018,-71.53770114,41.10818018,-71.53770114,,FALSE,FALSE,,,6.39,,,2017/07/05 19:16:39+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:16,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10838386,-71.53723134,41.10838386,-71.53723134,,FALSE,FALSE,,,6.87,,,2017/07/05 19:16:52+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:16,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10857774,-71.53676145,41.10857774,-71.53676145,,FALSE,FALSE,,,6.87,,,2017/07/05 19:17:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:17,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10874412,-71.53631696,41.10874412,-71.53631696,,FALSE,FALSE,,,7.35,,,2017/07/05 19:17:17+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:17,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10892978,-71.53583206,41.10892978,-71.53583206,,FALSE,FALSE,,,7.35,,,2017/07/05 19:17:30+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:17,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10912289,-71.53535128,41.10912289,-71.53535128,,FALSE,FALSE,,,7.35,,,2017/07/05 19:17:43+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:17,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1092938,-71.53485775,41.1092938,-71.53485775,,FALSE,FALSE,,,7.83,,,2017/07/05 19:17:56+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:17,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10951198,-71.53433405,41.10951198,-71.53433405,,FALSE,FALSE,,,7.83,,,2017/07/05 19:18:10+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:18,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10975103,-71.53374413,41.10975103,-71.53374413,,FALSE,FALSE,,,7.35,,,2017/07/05 19:18:26+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:18,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10996159,-71.53323585,41.10996159,-71.53323585,,FALSE,FALSE,,,7.35,,,2017/07/05 19:18:40+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:18,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11017642,-71.53275842,41.11017642,-71.53275842,,FALSE,FALSE,,,7.83,,,2017/07/05 19:18:53+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:18,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11041262,-71.53229825,41.11041262,-71.53229825,,FALSE,FALSE,,,7.83,,,2017/07/05 19:19:06+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:19,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11065879,-71.53185309,41.11065879,-71.53185309,,FALSE,FALSE,,,7.83,,,2017/07/05 19:19:19+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:19,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11088301,-71.53140851,41.11088301,-71.53140851,,FALSE,FALSE,,,7.83,,,2017/07/05 19:19:32+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:19,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11112676,-71.53096343,41.11112676,-71.53096343,,FALSE,FALSE,,,7.83,,,2017/07/05 19:19:45+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:19,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11130278,-71.53058038,41.11130278,-71.53058038,,FALSE,FALSE,,,7.83,,,2017/07/05 19:19:56+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:19,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11154082,-71.5301353,41.11154082,-71.5301353,,FALSE,FALSE,,,7.83,,,2017/07/05 19:20:09+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:20,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11176512,-71.52976935,41.11176512,-71.52976935,,FALSE,FALSE,,,7.83,,,2017/07/05 19:20:20+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:20,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11198171,-71.52936031,41.11198171,-71.52936031,,FALSE,FALSE,,,7.35,,,2017/07/05 19:20:32+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:20,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11222269,-71.52895781,41.11222269,-71.52895781,,FALSE,FALSE,,,7.35,,,2017/07/05 19:20:44+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:20,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11246224,-71.52851977,41.11246224,-71.52851977,,FALSE,FALSE,,,7.35,,,2017/07/05 19:20:57+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:20,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11270633,-71.52807604,41.11270633,-71.52807604,,FALSE,FALSE,,,7.35,,,2017/07/05 19:21:10+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:21,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.112909,-71.52769784,41.112909,-71.52769784,,FALSE,FALSE,,,6.87,,,2017/07/05 19:21:21+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:21,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11316632,-71.52724765,41.11316632,-71.52724765,,FALSE,FALSE,,,6.87,,,2017/07/05 19:21:34+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:21,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11341837,-71.52677441,41.11341837,-71.52677441,,FALSE,FALSE,,,6.87,,,2017/07/05 19:21:48+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:21,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11365868,-71.52637761,41.11365868,-71.52637761,,FALSE,FALSE,,,6.39,,,2017/07/05 19:22:00+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:22,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11391223,-71.52594276,41.11391223,-71.52594276,,FALSE,FALSE,,,6.87,,,2017/07/05 19:22:13+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:22,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11421281,-71.52544471,41.11421281,-71.52544471,,FALSE,FALSE,,,6.87,,,2017/07/05 19:22:28+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:22,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11446711,-71.52510624,41.11446711,-71.52510624,,FALSE,FALSE,,,6.87,,,2017/07/05 19:22:39+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:22,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11470482,-71.5247542,41.11470482,-71.5247542,,FALSE,FALSE,,,6.87,,,2017/07/05 19:22:50+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:22,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11495988,-71.52442295,41.11495988,-71.52442295,,FALSE,FALSE,,,6.87,,,2017/07/05 19:23:01+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:23,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11527622,-71.52404308,41.11527622,-71.52404308,,FALSE,FALSE,,,6.39,,,2017/07/05 19:23:14+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:23,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11550345,-71.52374754,41.11550345,-71.52374754,,FALSE,FALSE,,,6.39,,,2017/07/05 19:23:24+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:23,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11583764,-71.52333045,41.11583764,-71.52333045,,FALSE,FALSE,,,6.39,,,2017/07/05 19:23:38+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:23,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11606671,-71.52303399,41.11606671,-71.52303399,,FALSE,FALSE,,,6.39,,,2017/07/05 19:23:48+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:23,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11637609,-71.5226573,41.11637609,-71.5226573,,FALSE,FALSE,,,6.87,,,2017/07/05 19:24:01+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:24,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11670894,-71.5223035,41.11670894,-71.5223035,,FALSE,FALSE,,,6.87,,,2017/07/05 19:24:14+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:24,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11699032,-71.52199874,41.11699032,-71.52199874,,FALSE,FALSE,,,6.87,,,2017/07/05 19:24:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:24,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11723842,-71.52171987,41.11723842,-71.52171987,,FALSE,FALSE,,,6.87,,,2017/07/05 19:24:35+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:24,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11754931,-71.52139499,41.11754931,-71.52139499,,FALSE,FALSE,,,6.87,,,2017/07/05 19:24:47+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:24,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11782096,-71.52109634,41.11782096,-71.52109634,,FALSE,FALSE,,,6.87,,,2017/07/05 19:24:58+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:24,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11820972,-71.52068689,41.11820972,-71.52068689,,FALSE,FALSE,,,6.87,,,2017/07/05 19:25:13+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:25,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11852563,-71.52038346,41.11852563,-71.52038346,,FALSE,FALSE,,,6.39,,,2017/07/05 19:25:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:25,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11883769,-71.52004634,41.11883769,-71.52004634,,FALSE,FALSE,,,6.39,,,2017/07/05 19:25:37+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:25,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11910113,-71.51973009,41.11910113,-71.51973009,,FALSE,FALSE,,,6.39,,,2017/07/05 19:25:48+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:25,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.119352,-71.51940404,41.119352,-71.51940404,,FALSE,FALSE,,,6.39,,,2017/07/05 19:25:59+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:25,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11965316,-71.51900967,41.11965316,-71.51900967,,FALSE,FALSE,,,6.87,,,2017/07/05 19:26:12+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:26,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11993798,-71.51865168,41.11993798,-71.51865168,,FALSE,FALSE,,,6.87,,,2017/07/05 19:26:24+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:26,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.12021425,-71.51829201,41.12021425,-71.51829201,,FALSE,FALSE,,,6.87,,,2017/07/05 19:26:36+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:26,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.12049219,-71.51792513,41.12049219,-71.51792513,,FALSE,FALSE,,,6.87,,,2017/07/05 19:26:48+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:26,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.12077961,-71.5175197,41.12077961,-71.5175197,,FALSE,FALSE,,,6.87,,,2017/07/05 19:27:01+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:27,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.12104691,-71.51704897,41.12104691,-71.51704897,,FALSE,FALSE,,,6.87,,,2017/07/05 19:27:15+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:27,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.12123952,-71.51666114,41.12123952,-71.51666114,,FALSE,FALSE,,,7.35,,,2017/07/05 19:27:26+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:27,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.12145603,-71.51622964,41.12145603,-71.51622964,,FALSE,FALSE,,,7.35,,,2017/07/05 19:27:38+00,garmin GPSMAP 78s Software Version 610,,7/5/17 15:27,,
