type,tident,ident,Latitude,Longitude,y_proj,x_proj,comment,new_trk,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,desc,link
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11236937,-71.69172565,41.11236937,-71.69172565,,FALSE,FALSE,,,8.79,,,2017/07/05 16:26:35+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:26,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11228161,-71.69244457,41.11228161,-71.69244457,,FALSE,FALSE,,,8.79,,,2017/07/05 16:26:52+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:26,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11220987,-71.69312711,41.11220987,-71.69312711,,FALSE,FALSE,,,8.79,,,2017/07/05 16:27:08+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:27,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11212462,-71.69385147,41.11212462,-71.69385147,,FALSE,FALSE,,,8.79,,,2017/07/05 16:27:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:27,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11204131,-71.69466259,41.11204131,-71.69466259,,FALSE,FALSE,,,8.79,,,2017/07/05 16:27:44+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:27,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1119569,-71.69531118,41.1119569,-71.69531118,,FALSE,FALSE,,,8.79,,,2017/07/05 16:27:59+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:27,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11189881,-71.69582306,41.11189881,-71.69582306,,FALSE,FALSE,,,8.79,,,2017/07/05 16:28:11+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:28,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11183796,-71.69647895,41.11183796,-71.69647895,,FALSE,FALSE,,,8.79,,,2017/07/05 16:28:26+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:28,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11176361,-71.69711564,41.11176361,-71.69711564,,FALSE,FALSE,,,8.79,,,2017/07/05 16:28:41+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:28,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11167091,-71.6977991,41.11167091,-71.6977991,,FALSE,FALSE,,,8.79,,,2017/07/05 16:28:57+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:28,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1115798,-71.69851231,41.1115798,-71.69851231,,FALSE,FALSE,,,8.79,,,2017/07/05 16:29:14+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:29,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11148835,-71.69910014,41.11148835,-71.69910014,,FALSE,FALSE,,,8.79,,,2017/07/05 16:29:28+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:29,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11139724,-71.69981344,41.11139724,-71.69981344,,FALSE,FALSE,,,8.79,,,2017/07/05 16:29:45+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:29,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1113073,-71.70049237,41.1113073,-71.70049237,,FALSE,FALSE,,,8.79,,,2017/07/05 16:30:01+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:30,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11124058,-71.70104264,41.11124058,-71.70104264,,FALSE,FALSE,,,8.79,,,2017/07/05 16:30:14+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:30,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11117546,-71.70154748,41.11117546,-71.70154748,,FALSE,FALSE,,,8.79,,,2017/07/05 16:30:26+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:30,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11108887,-71.70218736,41.11108887,-71.70218736,,FALSE,FALSE,,,8.79,,,2017/07/05 16:30:41+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:30,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11102601,-71.70274048,41.11102601,-71.70274048,,FALSE,FALSE,,,8.79,,,2017/07/05 16:30:54+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:30,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11096121,-71.70337055,41.11096121,-71.70337055,,FALSE,FALSE,,,8.79,,,2017/07/05 16:31:09+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:31,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11089609,-71.70396818,41.11089609,-71.70396818,,FALSE,FALSE,,,8.79,,,2017/07/05 16:31:23+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:31,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11092593,-71.70448786,41.11092593,-71.70448786,,FALSE,FALSE,,,8.79,,,2017/07/05 16:31:36+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:31,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11116908,-71.70505875,41.11116908,-71.70505875,,FALSE,FALSE,,,8.79,,,2017/07/05 16:31:54+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:31,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11141476,-71.7056371,41.11141476,-71.7056371,,FALSE,FALSE,,,8.79,,,2017/07/05 16:32:12+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:32,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11156069,-71.70618796,41.11156069,-71.70618796,,FALSE,FALSE,,,9.27,,,2017/07/05 16:32:27+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:32,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11169647,-71.70668911,41.11169647,-71.70668911,,FALSE,FALSE,,,8.79,,,2017/07/05 16:32:41+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:32,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11181734,-71.70715531,41.11181734,-71.70715531,,FALSE,FALSE,,,8.79,,,2017/07/05 16:32:54+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:32,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11197484,-71.70772118,41.11197484,-71.70772118,,FALSE,FALSE,,,9.27,,,2017/07/05 16:33:09+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:33,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11209696,-71.70816148,41.11209696,-71.70816148,,FALSE,FALSE,,,8.79,,,2017/07/05 16:33:21+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:33,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11226913,-71.70868124,41.11226913,-71.70868124,,FALSE,FALSE,,,9.27,,,2017/07/05 16:33:36+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:33,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11245571,-71.70927434,41.11245571,-71.70927434,,FALSE,FALSE,,,9.27,,,2017/07/05 16:33:52+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:33,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11263868,-71.70982679,41.11263868,-71.70982679,,FALSE,FALSE,,,9.75,,,2017/07/05 16:34:07+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:34,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11279266,-71.71033692,41.11279266,-71.71033692,,FALSE,FALSE,,,9.27,,,2017/07/05 16:34:21+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:34,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11292132,-71.7110622,41.11292132,-71.7110622,,FALSE,FALSE,,,9.27,,,2017/07/05 16:34:39+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:34,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11292954,-71.71171708,41.11292954,-71.71171708,,FALSE,FALSE,,,9.27,,,2017/07/05 16:34:54+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:34,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11288763,-71.71201296,41.11288763,-71.71201296,,FALSE,FALSE,,,9.27,,,2017/07/05 16:35:00+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:35,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11261899,-71.71288652,41.11261899,-71.71288652,,FALSE,FALSE,,,9.27,,,2017/07/05 16:35:16+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:35,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11254187,-71.71316287,41.11254187,-71.71316287,,FALSE,FALSE,,,9.27,,,2017/07/05 16:35:21+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:35,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11225974,-71.71406619,41.11225974,-71.71406619,,FALSE,FALSE,,,9.27,,,2017/07/05 16:35:37+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:35,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11196822,-71.71490178,41.11196822,-71.71490178,,FALSE,FALSE,,,9.75,,,2017/07/05 16:35:52+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:35,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11169639,-71.71572749,41.11169639,-71.71572749,,FALSE,FALSE,,,10.23,,,2017/07/05 16:36:06+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:36,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11157653,-71.71603125,41.11157653,-71.71603125,,FALSE,FALSE,,,9.75,,,2017/07/05 16:36:11+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:36,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11133739,-71.7166106,41.11133739,-71.7166106,,FALSE,FALSE,,,10.23,,,2017/07/05 16:36:21+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:36,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11104394,-71.7174503,41.11104394,-71.7174503,,FALSE,FALSE,,,9.75,,,2017/07/05 16:36:35+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:36,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11093263,-71.71776152,41.11093263,-71.71776152,,FALSE,FALSE,,,9.75,,,2017/07/05 16:36:40+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:36,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11061831,-71.71867808,41.11061831,-71.71867808,,FALSE,FALSE,,,8.31,,,2017/07/05 16:36:55+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:36,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.11025638,-71.71974401,41.11025638,-71.71974401,,FALSE,FALSE,,,7.35,,,2017/07/05 16:37:12+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:37,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10999713,-71.72049729,41.10999713,-71.72049729,,FALSE,FALSE,,,7.35,,,2017/07/05 16:37:24+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:37,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1096533,-71.72151209,41.1096533,-71.72151209,,FALSE,FALSE,,,6.87,,,2017/07/05 16:37:41+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:37,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10927,-71.72253317,41.10927,-71.72253317,,FALSE,FALSE,,,6.39,,,2017/07/05 16:37:58+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:37,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10911267,-71.72296492,41.10911267,-71.72296492,,FALSE,FALSE,,,7.83,,,2017/07/05 16:38:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:38,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1087618,-71.72392884,41.1087618,-71.72392884,,FALSE,FALSE,,,7.35,,,2017/07/05 16:38:21+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:38,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10838814,-71.72484767,41.10838814,-71.72484767,,FALSE,FALSE,,,6.87,,,2017/07/05 16:38:37+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:38,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10810793,-71.72565577,41.10810793,-71.72565577,,FALSE,FALSE,,,6.39,,,2017/07/05 16:38:51+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:38,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10801196,-71.72589683,41.10801196,-71.72589683,,FALSE,FALSE,,,5.91,,,2017/07/05 16:38:55+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:38,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10765204,-71.7268926,41.10765204,-71.7268926,,FALSE,FALSE,,,6.87,,,2017/07/05 16:39:12+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:39,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10733168,-71.72784512,41.10733168,-71.72784512,,FALSE,FALSE,,,6.87,,,2017/07/05 16:39:28+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:39,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10704795,-71.72848022,41.10704795,-71.72848022,,FALSE,FALSE,,,6.87,,,2017/07/05 16:39:40+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:39,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10668619,-71.7294044,41.10668619,-71.7294044,,FALSE,FALSE,,,7.35,,,2017/07/05 16:39:57+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:39,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10629937,-71.73036589,41.10629937,-71.73036589,,FALSE,FALSE,,,7.35,,,2017/07/05 16:40:14+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:40,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10623449,-71.73053714,41.10623449,-71.73053714,,FALSE,FALSE,,,7.35,,,2017/07/05 16:40:17+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:40,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10603291,-71.7309849,41.10603291,-71.7309849,,FALSE,FALSE,,,7.83,,,2017/07/05 16:40:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:40,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10598622,-71.73109478,41.10598622,-71.73109478,,FALSE,FALSE,,,2.06,,,2017/07/05 16:40:27+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:40,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10596602,-71.73114952,41.10596602,-71.73114952,,FALSE,FALSE,,,8.31,,,2017/07/05 16:40:28+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:40,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10588832,-71.73137289,41.10588832,-71.73137289,,FALSE,FALSE,,,8.31,,,2017/07/05 16:40:32+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:40,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10545791,-71.73237956,41.10545791,-71.73237956,,FALSE,FALSE,,,7.83,,,2017/07/05 16:40:50+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:40,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10510335,-71.73318322,41.10510335,-71.73318322,,FALSE,FALSE,,,8.31,,,2017/07/05 16:41:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:41,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10470639,-71.73418444,41.10470639,-71.73418444,,FALSE,FALSE,,,8.31,,,2017/07/05 16:41:23+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:41,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10432476,-71.73508675,41.10432476,-71.73508675,,FALSE,FALSE,,,6.87,,,2017/07/05 16:41:39+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:41,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10415611,-71.73556167,41.10415611,-71.73556167,,FALSE,FALSE,,,8.31,,,2017/07/05 16:41:47+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:41,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10378379,-71.73652953,41.10378379,-71.73652953,,FALSE,FALSE,,,7.35,,,2017/07/05 16:42:04+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:42,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10347576,-71.73729253,41.10347576,-71.73729253,,FALSE,FALSE,,,8.31,,,2017/07/05 16:42:18+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:42,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10306161,-71.73836248,41.10306161,-71.73836248,,FALSE,FALSE,,,7.83,,,2017/07/05 16:42:37+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:42,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10281384,-71.73895231,41.10281384,-71.73895231,,FALSE,FALSE,,,8.31,,,2017/07/05 16:42:47+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:42,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10243648,-71.73977274,41.10243648,-71.73977274,,FALSE,FALSE,,,8.31,,,2017/07/05 16:43:01+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10233598,-71.74006166,41.10233598,-71.74006166,,FALSE,FALSE,,,8.31,,,2017/07/05 16:43:06+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10201923,-71.74097981,41.10201923,-71.74097981,,FALSE,FALSE,,,8.31,,,2017/07/05 16:43:22+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10180616,-71.74169865,41.10180616,-71.74169865,,FALSE,FALSE,,,8.79,,,2017/07/05 16:43:34+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10164054,-71.74233257,41.10164054,-71.74233257,,FALSE,FALSE,,,7.83,,,2017/07/05 16:43:45+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1016226,-71.74239744,41.1016226,-71.74239744,,FALSE,FALSE,,,7.83,,,2017/07/05 16:43:46+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10155471,-71.74271981,41.10155471,-71.74271981,,FALSE,FALSE,,,9.75,,,2017/07/05 16:43:52+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10154272,-71.7427727,41.10154272,-71.7427727,,FALSE,FALSE,,,9.75,,,2017/07/05 16:43:53+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:43,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10141238,-71.74330202,41.10141238,-71.74330202,,FALSE,FALSE,,,9.27,,,2017/07/05 16:44:02+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10124634,-71.74389177,41.10124634,-71.74389177,,FALSE,FALSE,,,9.27,,,2017/07/05 16:44:12+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10100276,-71.74482468,41.10100276,-71.74482468,,FALSE,FALSE,,,8.79,,,2017/07/05 16:44:28+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10089958,-71.74517169,41.10089958,-71.74517169,,FALSE,FALSE,,,7.83,,,2017/07/05 16:44:34+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10078642,-71.74553311,41.10078642,-71.74553311,,FALSE,FALSE,,,7.83,,,2017/07/05 16:44:40+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10075633,-71.74564895,41.10075633,-71.74564895,,FALSE,FALSE,,,10.71,,,2017/07/05 16:44:42+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10072305,-71.7457632,41.10072305,-71.7457632,,FALSE,FALSE,,,10.23,,,2017/07/05 16:44:44+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10052675,-71.74645579,41.10052675,-71.74645579,,FALSE,FALSE,,,10.71,,,2017/07/05 16:44:56+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:44,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1004643,-71.74669568,41.1004643,-71.74669568,,FALSE,FALSE,,,9.75,,,2017/07/05 16:45:00+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:45,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10038786,-71.74700665,41.10038786,-71.74700665,,FALSE,FALSE,,,9.75,,,2017/07/05 16:45:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:45,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.10029717,-71.74731754,41.10029717,-71.74731754,,FALSE,FALSE,,,10.71,,,2017/07/05 16:45:10+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:45,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.1000929,-71.74820904,41.1000929,-71.74820904,,FALSE,FALSE,,,11.19,,,2017/07/05 16:45:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:45,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09982208,-71.74913046,41.09982208,-71.74913046,,FALSE,FALSE,,,11.67,,,2017/07/05 16:45:41+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:45,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09973818,-71.74942668,41.09973818,-71.74942668,,FALSE,FALSE,,,12.15,,,2017/07/05 16:45:46+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:45,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09964347,-71.74971158,41.09964347,-71.74971158,,FALSE,FALSE,,,12.15,,,2017/07/05 16:45:51+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:45,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09943828,-71.75054474,41.09943828,-71.75054474,,FALSE,FALSE,,,12.63,,,2017/07/05 16:46:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09921062,-71.75128997,41.09921062,-71.75128997,,FALSE,FALSE,,,12.63,,,2017/07/05 16:46:18+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09916402,-71.75148116,41.09916402,-71.75148116,,FALSE,FALSE,,,12.63,,,2017/07/05 16:46:21+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09910258,-71.75172332,41.09910258,-71.75172332,,FALSE,FALSE,,,12.63,,,2017/07/05 16:46:25+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09901113,-71.75201811,41.09901113,-71.75201811,,FALSE,FALSE,,,12.63,,,2017/07/05 16:46:30+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09875775,-71.75294314,41.09875775,-71.75294314,,FALSE,FALSE,,,11.67,,,2017/07/05 16:46:46+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.0987067,-71.75317682,41.0987067,-71.75317682,,FALSE,FALSE,,,11.19,,,2017/07/05 16:46:50+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09867594,-71.7532852,41.09867594,-71.7532852,,FALSE,FALSE,,,11.19,,,2017/07/05 16:46:52+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:46,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09840596,-71.75415491,41.09840596,-71.75415491,,FALSE,FALSE,,,9.75,,,2017/07/05 16:47:07+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:47,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09836573,-71.75433411,41.09836573,-71.75433411,,FALSE,FALSE,,,10.23,,,2017/07/05 16:47:10+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:47,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09812374,-71.75529359,41.09812374,-71.75529359,,FALSE,FALSE,,,9.75,,,2017/07/05 16:47:26+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:47,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09795476,-71.75597462,41.09795476,-71.75597462,,FALSE,FALSE,,,9.75,,,2017/07/05 16:47:37+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:47,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09785452,-71.75630227,41.09785452,-71.75630227,,FALSE,FALSE,,,9.75,,,2017/07/05 16:47:42+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:47,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.0976614,-71.75715186,41.0976614,-71.75715186,,FALSE,FALSE,,,10.23,,,2017/07/05 16:47:57+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:47,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09759367,-71.75744078,41.09759367,-71.75744078,,FALSE,FALSE,,,9.75,,,2017/07/05 16:48:02+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:48,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09755084,-71.75761202,41.09755084,-71.75761202,,FALSE,FALSE,,,8.31,,,2017/07/05 16:48:05+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:48,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09745353,-71.75801804,41.09745353,-71.75801804,,FALSE,FALSE,,,8.79,,,2017/07/05 16:48:12+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:48,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09731019,-71.75851308,41.09731019,-71.75851308,,FALSE,FALSE,,,7.35,,,2017/07/05 16:48:20+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:48,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09723576,-71.75887358,41.09723576,-71.75887358,,FALSE,FALSE,,,10.71,,,2017/07/05 16:48:26+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:48,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09722101,-71.75893502,41.09722101,-71.75893502,,FALSE,FALSE,,,10.71,,,2017/07/05 16:48:27+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:48,,
TRACK,Current Track: 05 JUL 2017 11:03,T1,41.09702689,-71.7596127,41.09702689,-71.7596127,,FALSE,FALSE,,,10.23,,,2017/07/05 16:48:39+00,garmin GPSMAP 78s Software Version 610,,7/5/17 12:48,,
